Inkomsttyp;Inkomsttypsnamn;Inkomsthuvudgrupp;Inkomsthuvudgruppsnamn;Inkomsttitelgrupp;Inkomsttitelgruppsnamn;Inkomsttitel;Inkomsttitelsnamn;År;Statens budget;Utfall;Inkomsttyp utfallsår;Inkomsttypsnamn utfallsår;Inkomsthuvudgrupp utfallsår;Inkomsthuvudgruppsnamn utfallsår;Inkomsttitelgrupp utfallsår;Inkomsttitelgruppsnamn utfallsår;Inkomsttitel utfallsår;Inkomsttitelsnamn utfallsår
6000;Bidrag m.m. från EU;6100;Bidrag från EU:s jordbruksfonder;6110;Bidrag från Europeiska garantifonden för jordbruket;6116;Offentlig lagring;2015;12;;6000;Bidrag m.m. från EU;6100;Bidrag från EU:s jordbruksfonder;6110;Bidrag från Europeiska garantifonden för jordbruket;6116;Offentlig lagring
6000;Bidrag m.m. från EU;6100;Bidrag från EU:s jordbruksfonder;6110;Bidrag från Europeiska garantifonden för jordbruket;6119;Övriga bidrag från Europeiska garantifonden för jordbruket;2015;8;206,12914107;6000;Bidrag m.m. från EU;6100;Bidrag från EU:s jordbruksfonder;6110;Bidrag från Europeiska garantifonden för jordbruket;6119;Övriga bidrag från Europeiska garantifonden för jordbruket
6000;Bidrag m.m. från EU;6100;Bidrag från EU:s jordbruksfonder;6120;Bidrag från EU till landsbygdsutvecklingen;6123;Europeiska utvecklings- och garantifonden - garantisektionen 2000 - 2006;2015;;-0,23232165;6000;Bidrag m.m. från EU;6100;Bidrag från EU:s jordbruksfonder;6120;Bidrag från EU till landsbygdsutvecklingen;6123;Europeiska utvecklings- och garantifonden - garantisektionen 2000 - 2006
6000;Bidrag m.m. från EU;6100;Bidrag från EU:s jordbruksfonder;6120;Bidrag från EU till landsbygdsutvecklingen;6125;Bidrag från Europeiska jordbruksfonden för landsbygdsutveckling 2014 - 2020;2015;2312;1621,13122225;6000;Bidrag m.m. från EU;6100;Bidrag från EU:s jordbruksfonder;6120;Bidrag från EU till landsbygdsutvecklingen;6125;Bidrag från Europeiska jordbruksfonden för landsbygdsutveckling 2014 - 2020
6000;Bidrag m.m. från EU;6200;Bidrag från EU till fiskenäringen;;;6213;Bidrag från Europeiska fiskefonden 2007-2013;2015;39;81,87234911;6000;Bidrag m.m. från EU;6200;Bidrag från EU till fiskenäringen;;;6213;Bidrag från Europeiska fiskefonden 2007-2013
6000;Bidrag m.m. från EU;6200;Bidrag från EU till fiskenäringen;;;6214;Bidrag från Europeiska havs- och fiskerifonden 2014 - 2020;2015;35;21,41020383;6000;Bidrag m.m. från EU;6200;Bidrag från EU till fiskenäringen;;;6214;Bidrag från Europeiska havs- och fiskerifonden 2014 - 2020
6000;Bidrag m.m. från EU;6300;Bidrag från Europeiska regionala utvecklingsfonden;;;6313;Bidrag från Europeiska regionala utvecklingsfonden 2007 - 2013;2015;218;405,52867933;6000;Bidrag m.m. från EU;6300;Bidrag från Europeiska regionala utvecklingsfonden;;;6313;Bidrag från Europeiska regionala utvecklingsfonden 2007 - 2013
6000;Bidrag m.m. från EU;6300;Bidrag från Europeiska regionala utvecklingsfonden;;;6314;Bidrag från Europeiska regionala utvecklingsfonden 2014 - 2020;2015;106;103,45184933;6000;Bidrag m.m. från EU;6300;Bidrag från Europeiska regionala utvecklingsfonden;;;6314;Bidrag från Europeiska regionala utvecklingsfonden 2014 - 2020
6000;Bidrag m.m. från EU;6400;Bidrag från Europeiska socialfonden;;;6412;Bidrag från Europeiska socialfonden 2000-2006;2015;;-4,72525862;6000;Bidrag m.m. från EU;6400;Bidrag från Europeiska socialfonden;;;6412;Bidrag från Europeiska socialfonden 2000-2006
6000;Bidrag m.m. från EU;6400;Bidrag från Europeiska socialfonden;;;6413;Bidrag från Europeiska socialfonden 2007 - 2013;2015;556;328,68052952;6000;Bidrag m.m. från EU;6400;Bidrag från Europeiska socialfonden;;;6413;Bidrag från Europeiska socialfonden 2007 - 2013
6000;Bidrag m.m. från EU;6400;Bidrag från Europeiska socialfonden;;;6414;Bidrag från Europeiska socialfonden 2014 - 2020;2015;395,5;199,6799415;6000;Bidrag m.m. från EU;6400;Bidrag från Europeiska socialfonden;;;6414;Bidrag från Europeiska socialfonden 2014 - 2020
6000;Bidrag m.m. från EU;6500;Bidrag till transeuropeiska nätverk;;;6511;Bidrag till transeuropeiska nätverk;2015;400;123,08378068;6000;Bidrag m.m. från EU;6500;Bidrag till transeuropeiska nätverk;;;6511;Bidrag till transeuropeiska nätverk
6000;Bidrag m.m. från EU;6900;Övriga bidrag från EU;;;6911;Övriga bidrag från EU;2015;200;253,07623853;6000;Bidrag m.m. från EU;6900;Övriga bidrag från EU;;;6911;Övriga bidrag från EU
7000;Avräkningar m.m. i anslutning till skattesystemet;7100;Tillkommande skatter;7110;EU-skatter;7111;Momsbaserad EU-avgift;2015;;0;7000;Avräkningar m.m. i anslutning till skattesystemet;7100;Tillkommande skatter;7110;EU-skatter;7111;Momsbaserad EU-avgift
7000;Avräkningar m.m. i anslutning till skattesystemet;7100;Tillkommande skatter;7110;EU-skatter;7112;Tullmedel;2015;5652,435683;6193,85082288;7000;Avräkningar m.m. i anslutning till skattesystemet;7100;Tillkommande skatter;7110;EU-skatter;7112;Tullmedel
7000;Avräkningar m.m. i anslutning till skattesystemet;7100;Tillkommande skatter;7110;EU-skatter;7113;Jordbrukstullar och sockeravgifter;2015;274,552281;32,18010713;7000;Avräkningar m.m. i anslutning till skattesystemet;7100;Tillkommande skatter;7110;EU-skatter;7113;Jordbrukstullar och sockeravgifter
7000;Avräkningar m.m. i anslutning till skattesystemet;7100;Tillkommande skatter;7110;EU-skatter;7114;Avgifter till EU:s omstruktureringsfond för sockersektorn;2015;;0;7000;Avräkningar m.m. i anslutning till skattesystemet;7100;Tillkommande skatter;7110;EU-skatter;7114;Avgifter till EU:s omstruktureringsfond för sockersektorn
7000;Avräkningar m.m. i anslutning till skattesystemet;7100;Tillkommande skatter;7120;Kommunala utjämningsavgifter;7121;Utjämningsavgift för LSS-kostnader;2015;3306,108942;3645,60316;7000;Avräkningar m.m. i anslutning till skattesystemet;7100;Tillkommande skatter;7120;Kommunala utjämningsavgifter;7121;Utjämningsavgift för LSS-kostnader
7000;Avräkningar m.m. i anslutning till skattesystemet;7200;Avräkningar;7210;Intäkter som förs till fonder;7211;Intäkter som förs till fonder;2015;-7745,228;-9034,002;7000;Avräkningar m.m. i anslutning till skattesystemet;7200;Avräkningar;7210;Intäkter som förs till fonder;7211;Intäkter som förs till fonder
7000;Avräkningar m.m. i anslutning till skattesystemet;7200;Avräkningar;7220;Kompensation för mervärdesskatt;7221;Avräknad mervärdesskatt, statliga myndigheter;2015;-30025,34029;-29211,23334512;7000;Avräkningar m.m. i anslutning till skattesystemet;7200;Avräkningar;7220;Kompensation för mervärdesskatt;7221;Avräknad mervärdesskatt, statliga myndigheter
7000;Avräkningar m.m. i anslutning till skattesystemet;7200;Avräkningar;7220;Kompensation för mervärdesskatt;7222;Kompensation för mervärdesskatt, kommuner;2015;-54986,213994;-57380,604644;7000;Avräkningar m.m. i anslutning till skattesystemet;7200;Avräkningar;7220;Kompensation för mervärdesskatt;7222;Kompensation för mervärdesskatt, kommuner
8000;Utgifter som redovisas som krediteringar på skattekonto;8100;Utgifter som redovisas som krediteringar på skattekonto;8110;Utgifter som redovisas som krediteringar på skattekonto;8111;Anställningsstöd;2015;;-0,00735;8000;Utgifter som redovisas som krediteringar på skattekonto;8100;Utgifter som redovisas som krediteringar på skattekonto;8110;Utgifter som redovisas som krediteringar på skattekonto;8111;Anställningsstöd
8000;Utgifter som redovisas som krediteringar på skattekonto;8100;Utgifter som redovisas som krediteringar på skattekonto;8110;Utgifter som redovisas som krediteringar på skattekonto;8123;Jämställdhetsbonus;2015;;0;8000;Utgifter som redovisas som krediteringar på skattekonto;8100;Utgifter som redovisas som krediteringar på skattekonto;8110;Utgifter som redovisas som krediteringar på skattekonto;8123;Jämställdhetsbonus
8000;Utgifter som redovisas som krediteringar på skattekonto;8100;Utgifter som redovisas som krediteringar på skattekonto;8110;Utgifter som redovisas som krediteringar på skattekonto;8124;Sjöfartsstöd;2015;-1572,910794;-1426,426584;8000;Utgifter som redovisas som krediteringar på skattekonto;8100;Utgifter som redovisas som krediteringar på skattekonto;8110;Utgifter som redovisas som krediteringar på skattekonto;8124;Sjöfartsstöd
8000;Utgifter som redovisas som krediteringar på skattekonto;8100;Utgifter som redovisas som krediteringar på skattekonto;8110;Utgifter som redovisas som krediteringar på skattekonto;8125;Nystartsjobb;2015;-6774;-6670,23702138;8000;Utgifter som redovisas som krediteringar på skattekonto;8100;Utgifter som redovisas som krediteringar på skattekonto;8110;Utgifter som redovisas som krediteringar på skattekonto;8125;Nystartsjobb
8000;Utgifter som redovisas som krediteringar på skattekonto;8100;Utgifter som redovisas som krediteringar på skattekonto;8110;Utgifter som redovisas som krediteringar på skattekonto;8126;Stöd till yrkesintroduktionsanställning;2015;-67;-56,381452;8000;Utgifter som redovisas som krediteringar på skattekonto;8100;Utgifter som redovisas som krediteringar på skattekonto;8110;Utgifter som redovisas som krediteringar på skattekonto;8126;Stöd till yrkesintroduktionsanställning
8000;Utgifter som redovisas som krediteringar på skattekonto;8100;Utgifter som redovisas som krediteringar på skattekonto;8110;Utgifter som redovisas som krediteringar på skattekonto;8127;Korttidsarbete;2015;;0;8000;Utgifter som redovisas som krediteringar på skattekonto;8100;Utgifter som redovisas som krediteringar på skattekonto;8110;Utgifter som redovisas som krediteringar på skattekonto;8127;Korttidsarbete
8000;Utgifter som redovisas som krediteringar på skattekonto;8100;Utgifter som redovisas som krediteringar på skattekonto;8110;Utgifter som redovisas som krediteringar på skattekonto;8128;Ersättning för höga sjuklönekostnader;2015;-18;-1,918275;8000;Utgifter som redovisas som krediteringar på skattekonto;8100;Utgifter som redovisas som krediteringar på skattekonto;8110;Utgifter som redovisas som krediteringar på skattekonto;8128;Ersättning för höga sjuklönekostnader
1000;Statens skatteinkomster;1100;Direkta skatter på arbete;1110;Inkomstskatter;1111;Statlig inkomstskatt;2016;57362,17821471;55600,23539;1000;Statens skatteinkomster;1100;Direkta skatter på arbete;1110;Inkomstskatter;1111;Statlig inkomstskatt
1000;Statens skatteinkomster;1100;Direkta skatter på arbete;1110;Inkomstskatter;1115;Kommunal inkomstskatt;2016;668386,59307172;669578,64884;1000;Statens skatteinkomster;1100;Direkta skatter på arbete;1110;Inkomstskatter;1115;Kommunal inkomstskatt
1000;Statens skatteinkomster;1100;Direkta skatter på arbete;1120;Allmän pensionsavgift;1121;Allmän pensionsavgift;2016;113126,901206;113340,3544;1000;Statens skatteinkomster;1100;Direkta skatter på arbete;1120;Allmän pensionsavgift;1121;Allmän pensionsavgift
1000;Statens skatteinkomster;1100;Direkta skatter på arbete;1130;Artistskatt;1131;Artistskatt;2016;;0,340979;1000;Statens skatteinkomster;1100;Direkta skatter på arbete;1130;Artistskatt;1131;Artistskatt
1000;Statens skatteinkomster;1100;Direkta skatter på arbete;1140-1160;Skattereduktioner;1141;Allmän pensionsavgift;2016;-113091,74019635;-113313,731916;1000;Statens skatteinkomster;1100;Direkta skatter på arbete;1140;Skattereduktioner;1141;Allmän pensionsavgift
1000;Statens skatteinkomster;1100;Direkta skatter på arbete;1140-1160;Skattereduktioner;1144;Fastighetsavgift;2016;-234,90016501;-248,62539;1000;Statens skatteinkomster;1100;Direkta skatter på arbete;1140;Skattereduktioner;1144;Fastighetsavgift
1000;Statens skatteinkomster;1100;Direkta skatter på arbete;1140-1160;Skattereduktioner;1151;Sjöinkomst;2016;-53,8353111;-54,152073;1000;Statens skatteinkomster;1100;Direkta skatter på arbete;1140;Skattereduktioner;1151;Sjöinkomst
1000;Statens skatteinkomster;1100;Direkta skatter på arbete;1140-1160;Skattereduktioner;1153;Jobbskatteavdrag;2016;-103669,15803935;-105101,684898;1000;Statens skatteinkomster;1100;Direkta skatter på arbete;1140;Skattereduktioner;1153;Jobbskatteavdrag
1000;Statens skatteinkomster;1100;Direkta skatter på arbete;1140-1160;Skattereduktioner;1154;Husavdrag;2016;-15312,46858879;-12687,023813;1000;Statens skatteinkomster;1100;Direkta skatter på arbete;1140;Skattereduktioner;1154;Hus-avdrag
1000;Statens skatteinkomster;1100;Direkta skatter på arbete;1140-1160;Skattereduktioner;1155;Gåvor till ideell verksamhet;2016;;0;1000;Statens skatteinkomster;1100;Direkta skatter på arbete;1140;Skattereduktioner;1155;Gåvor till ideell verksamhet
1000;Statens skatteinkomster;1100;Direkta skatter på arbete;1140-1160;Skattereduktioner;1156;Övriga skattereduktioner;2016;-17;-18,993774;1000;Statens skatteinkomster;1100;Direkta skatter på arbete;1140;Skattereduktioner;1156;Övriga skattereduktioner
1000;Statens skatteinkomster;1200;Indirekta skatter på arbete;1210;Arbetsgivaravgifter;1211;Sjukförsäkringsavgift;2016;69551,42232212;78539,54338603;1000;Statens skatteinkomster;1200;Indirekta skatter på arbete;1210;Arbetsgivaravgifter;1211;Sjukförsäkringsavgift
1000;Statens skatteinkomster;1200;Indirekta skatter på arbete;1210;Arbetsgivaravgifter;1212;Föräldraförsäkringsavgift;2016;41571,06468295;42107,85567057;1000;Statens skatteinkomster;1200;Indirekta skatter på arbete;1210;Arbetsgivaravgifter;1212;Föräldraförsäkringsavgift
1000;Statens skatteinkomster;1200;Indirekta skatter på arbete;1210;Arbetsgivaravgifter;1213;Arbetsskadeavgift;2016;4796,66130957;4856,30261141;1000;Statens skatteinkomster;1200;Indirekta skatter på arbete;1210;Arbetsgivaravgifter;1213;Arbetsskadeavgift
1000;Statens skatteinkomster;1200;Indirekta skatter på arbete;1210;Arbetsgivaravgifter;1214;Ålderspensionsavgift;2016;168854,52093402;170026,37454122;1000;Statens skatteinkomster;1200;Indirekta skatter på arbete;1210;Arbetsgivaravgifter;1214;Ålderspensionsavgift
1000;Statens skatteinkomster;1200;Indirekta skatter på arbete;1210;Arbetsgivaravgifter;1215;Efterlevandepensionsavgift;2016;18706,97910733;18954,05482801;1000;Statens skatteinkomster;1200;Indirekta skatter på arbete;1210;Arbetsgivaravgifter;1215;Efterlevandepensionsavgift
1000;Statens skatteinkomster;1200;Indirekta skatter på arbete;1210;Arbetsgivaravgifter;1216;Arbetsmarknadsavgift;2016;45938,81520284;41631,77253545;1000;Statens skatteinkomster;1200;Indirekta skatter på arbete;1210;Arbetsgivaravgifter;1216;Arbetsmarknadsavgift
1000;Statens skatteinkomster;1200;Indirekta skatter på arbete;1210;Arbetsgivaravgifter;1217;Allmän löneavgift;2016;157970,04579522;156196,96008689;1000;Statens skatteinkomster;1200;Indirekta skatter på arbete;1210;Arbetsgivaravgifter;1217;Allmän löneavgift
1000;Statens skatteinkomster;1200;Indirekta skatter på arbete;1210;Arbetsgivaravgifter;1218;Ofördelade avgifter;2016;;-348,19749058;1000;Statens skatteinkomster;1200;Indirekta skatter på arbete;1210;Arbetsgivaravgifter;1218;Ofördelade avgifter
1000;Statens skatteinkomster;1200;Indirekta skatter på arbete;1210;Arbetsgivaravgifter;1219;Nedsatta avgifter;2016;4979,55675252;3726,43124872;1000;Statens skatteinkomster;1200;Indirekta skatter på arbete;1210;Arbetsgivaravgifter;1219;Nedsatta avgifter
1000;Statens skatteinkomster;1200;Indirekta skatter på arbete;1240;Egenavgifter;1241;Sjukförsäkringsavgift;2016;2,43204807;325,595717;1000;Statens skatteinkomster;1200;Indirekta skatter på arbete;1240;Egenavgifter;1241;Sjukförsäkringsavgift
1000;Statens skatteinkomster;1200;Indirekta skatter på arbete;1240;Egenavgifter;1242;Föräldraförsäkringsavgift;2016;1106,54329092;662,502879;1000;Statens skatteinkomster;1200;Indirekta skatter på arbete;1240;Egenavgifter;1242;Föräldraförsäkringsavgift
1000;Statens skatteinkomster;1200;Indirekta skatter på arbete;1240;Egenavgifter;1243;Arbetsskadeavgift;2016;127,47116068;112,644807;1000;Statens skatteinkomster;1200;Indirekta skatter på arbete;1240;Egenavgifter;1243;Arbetsskadeavgift
1000;Statens skatteinkomster;1200;Indirekta skatter på arbete;1240;Egenavgifter;1244;Ålderspensionsavgift, netto;2016;5177,12521987;4414,744134;1000;Statens skatteinkomster;1200;Indirekta skatter på arbete;1240;Egenavgifter;1244;Ålderspensionsavgift, netto
1000;Statens skatteinkomster;1200;Indirekta skatter på arbete;1240;Egenavgifter;1245;Efterlevandepensionsavgift;2016;497,72430117;443,516306;1000;Statens skatteinkomster;1200;Indirekta skatter på arbete;1240;Egenavgifter;1245;Efterlevandepensionsavgift
1000;Statens skatteinkomster;1200;Indirekta skatter på arbete;1240;Egenavgifter;1246;Arbetsmarknadsavgift;2016;0,02025709;0,707781;1000;Statens skatteinkomster;1200;Indirekta skatter på arbete;1240;Egenavgifter;1246;Arbetsmarknadsavgift
1000;Statens skatteinkomster;1200;Indirekta skatter på arbete;1240;Egenavgifter;1247;Allmän löneavgift;2016;3959,16232455;3594,439877;1000;Statens skatteinkomster;1200;Indirekta skatter på arbete;1240;Egenavgifter;1247;Allmän löneavgift
1000;Statens skatteinkomster;1200;Indirekta skatter på arbete;1240;Egenavgifter;1248;Ofördelade avgifter;2016;;0;1000;Statens skatteinkomster;1200;Indirekta skatter på arbete;1240;Egenavgifter;1248;Ofördelade avgifter
1000;Statens skatteinkomster;1200;Indirekta skatter på arbete;1240;Egenavgifter;1249;Nedsatta avgifter;2016;2753,45682964;1989,213183;1000;Statens skatteinkomster;1200;Indirekta skatter på arbete;1240;Egenavgifter;1249;Nedsatta avgifter
1000;Statens skatteinkomster;1200;Indirekta skatter på arbete;1260;Avgifter till premiepensionssystemet;1261;Avgifter till premiepensionssystemet;2016;-35151,35979875;-35586,41433;1000;Statens skatteinkomster;1200;Indirekta skatter på arbete;1260;Avgifter till premiepensionssystemet;1261;Avgifter till premiepensionssystemet
1000;Statens skatteinkomster;1200;Indirekta skatter på arbete;1270;Särskild löneskatt;1271;Pensionskostnader, företag;2016;34948,32497762;35104,837054;1000;Statens skatteinkomster;1200;Indirekta skatter på arbete;1270;Särskild löneskatt;1271;Pensionskostnader, företag
1000;Statens skatteinkomster;1200;Indirekta skatter på arbete;1270;Särskild löneskatt;1272;Pensionskostnader, staten;2016;3432,85932314;3773,26468687;1000;Statens skatteinkomster;1200;Indirekta skatter på arbete;1270;Särskild löneskatt;1272;Pensionskostnader, staten
1000;Statens skatteinkomster;1200;Indirekta skatter på arbete;1270;Särskild löneskatt;1273;Förvärvsinkomster;2016;3699,97382775;3620,482659;1000;Statens skatteinkomster;1200;Indirekta skatter på arbete;1270;Särskild löneskatt;1273;Förvärvsinkomster
1000;Statens skatteinkomster;1200;Indirekta skatter på arbete;1270;Särskild löneskatt;1274;Egenföretagare;2016;1343,59588067;1141,397585;1000;Statens skatteinkomster;1200;Indirekta skatter på arbete;1270;Särskild löneskatt;1274;Egenföretagare
1000;Statens skatteinkomster;1200;Indirekta skatter på arbete;1270;Särskild löneskatt;1275;Övrigt;2016;;0;1000;Statens skatteinkomster;1200;Indirekta skatter på arbete;1270;Särskild löneskatt;1275;Övrigt
1000;Statens skatteinkomster;1200;Indirekta skatter på arbete;1280;Nedsättningar;1282;Arbetsgivaravgifter;2016;-4979,55675252;-3726,43124872;1000;Statens skatteinkomster;1200;Indirekta skatter på arbete;1280;Nedsättningar;1282;Arbetsgivaravgifter
1000;Statens skatteinkomster;1200;Indirekta skatter på arbete;1280;Nedsättningar;1283;Egenavgifter, generell nedsättning;2016;-2670,76568772;-1919,70146;1000;Statens skatteinkomster;1200;Indirekta skatter på arbete;1280;Nedsättningar;1283;Egenavgifter, generell nedsättning
1000;Statens skatteinkomster;1200;Indirekta skatter på arbete;1280;Nedsättningar;1284;Egenavgifter, regional nedsättning;2016;-82,69114192;-69,511723;1000;Statens skatteinkomster;1200;Indirekta skatter på arbete;1280;Nedsättningar;1284;Egenavgifter, regional nedsättning
1000;Statens skatteinkomster;1200;Indirekta skatter på arbete;1290;Tjänstegruppliv;1291;Tjänstegruppliv;2016;667,285523;478,306305;1000;Statens skatteinkomster;1200;Indirekta skatter på arbete;1290;Tjänstegruppliv;1291;Tjänstegruppliv
1000;Statens skatteinkomster;1300;Skatt på kapital;1310;Skatt på kapital, hushåll;1311;Skatt på kapital;2016;59331,20593641;91940,892218;1000;Statens skatteinkomster;1300;Skatt på kapital;1310;Skatt på kapital, hushåll;1311;Skatt på kapital
1000;Statens skatteinkomster;1300;Skatt på kapital;1310;Skatt på kapital, hushåll;1312;Skattereduktion kapital;2016;-12459,12759075;-17355,160747;1000;Statens skatteinkomster;1300;Skatt på kapital;1310;Skatt på kapital, hushåll;1312;Skattereduktion kapital
1000;Statens skatteinkomster;1300;Skatt på kapital;1310;Skatt på kapital, hushåll;1313;Expansionsmedelsskatt;2016;-150,54821781;18,85408;1000;Statens skatteinkomster;1300;Skatt på kapital;1310;Skatt på kapital, hushåll;1313;Expansionsmedelsskatt
1000;Statens skatteinkomster;1300;Skatt på kapital;1320;Skatt på företagsvinster;1321;Skatt på företagsvinster;2016;101302,13169411;115232,105728;1000;Statens skatteinkomster;1300;Skatt på kapital;1320;Skatt på företagsvinster;1321;Skatt på företagsvinster
1000;Statens skatteinkomster;1300;Skatt på kapital;1320;Skatt på företagsvinster;1322;Skattereduktioner;2016;;0;1000;Statens skatteinkomster;1300;Skatt på kapital;1320;Skatt på företagsvinster;1322;Skattereduktioner
1000;Statens skatteinkomster;1300;Skatt på kapital;1330;Kupongskatt;1331;Kupongskatt;2016;4943,55420705;5732,30802963;1000;Statens skatteinkomster;1300;Skatt på kapital;1330;Kupongskatt;1331;Kupongskatt
1000;Statens skatteinkomster;1300;Skatt på kapital;1340;Avkastningsskatt;1341;Avkastningsskatt hushåll;2016;;144,172115;1000;Statens skatteinkomster;1300;Skatt på kapital;1340;Avkastningsskatt;1341;Avkastningsskatt hushåll
1000;Statens skatteinkomster;1300;Skatt på kapital;1340;Avkastningsskatt;1342;Avkastningsskatt företag;2016;4877,87136268;4414,265869;1000;Statens skatteinkomster;1300;Skatt på kapital;1340;Avkastningsskatt;1342;Avkastningsskatt företag
1000;Statens skatteinkomster;1300;Skatt på kapital;1340;Avkastningsskatt;1343;Avkastningsskatt på individuellt pensionssparande;2016;183,18018;87,224526;1000;Statens skatteinkomster;1300;Skatt på kapital;1340;Avkastningsskatt;1343;Avkastningsskatt på individuellt pensionssparande
1000;Statens skatteinkomster;1300;Skatt på kapital;1350;Fastighetskatt;1351;Fastighetsskatt hushåll;2016;699,10588383;654,68406;1000;Statens skatteinkomster;1300;Skatt på kapital;1350;Fastighetskatt;1351;Fastighetsskatt hushåll
1000;Statens skatteinkomster;1300;Skatt på kapital;1350;Fastighetskatt;1352;Fastighetsskatt företag;2016;15347,9884827;16086,029406;1000;Statens skatteinkomster;1300;Skatt på kapital;1350;Fastighetskatt;1352;Fastighetsskatt företag
1000;Statens skatteinkomster;1300;Skatt på kapital;1350;Fastighetskatt;1353;Kommunal fastighetsavgift hushåll;2016;13431,72167007;13247,153027;1000;Statens skatteinkomster;1300;Skatt på kapital;1350;Fastighetskatt;1353;Kommunal fastighetsavgift hushåll
1000;Statens skatteinkomster;1300;Skatt på kapital;1350;Fastighetskatt;1354;Kommunal fastighetsavgift företag;2016;3231,49500993;3443,14727;1000;Statens skatteinkomster;1300;Skatt på kapital;1350;Fastighetskatt;1354;Kommunal fastighetsavgift företag
1000;Statens skatteinkomster;1300;Skatt på kapital;1360;Stämpelskatt;1361;Stämpelskatt;2016;9540,92928917;12331,03447379;1000;Statens skatteinkomster;1300;Skatt på kapital;1360;Stämpelskatt;1361;Stämpelskatt
1000;Statens skatteinkomster;1300;Skatt på kapital;1380;Arvsskatt;1381;Arvsskatt;2016;;0;1000;Statens skatteinkomster;1300;Skatt på kapital;1380;Arvsskatt;1381;Arvsskatt
1000;Statens skatteinkomster;1400;Skatt på konsumtion och insatsvaror;1410;Mervärdesskatt;1411;Mervärdesskatt;2016;385151,67445653;406453,81868572;1000;Statens skatteinkomster;1400;Skatt på konsumtion och insatsvaror;1410;Mervärdesskatt;1411;Mervärdesskatt
1000;Statens skatteinkomster;1400;Skatt på konsumtion och insatsvaror;1410;Mervärdesskatt;1412;Skattelättnad för vissa byggtjänster;2016;;0;1000;Statens skatteinkomster;1400;Skatt på konsumtion och insatsvaror;1410;Mervärdesskatt;1412;Skattelättnad för vissa byggtjänster
1000;Statens skatteinkomster;1400;Skatt på konsumtion och insatsvaror;1420;Skatt på alkohol och tobak;1421;Skatt på tobak;2016;11448,11856741;11918,006657;1000;Statens skatteinkomster;1400;Skatt på konsumtion och insatsvaror;1420;Skatt på alkohol och tobak;1421;Skatt på tobak
1000;Statens skatteinkomster;1400;Skatt på konsumtion och insatsvaror;1420;Skatt på alkohol och tobak;1422;Skatt på etylalkohol;2016;4008,30505605;4238,640559;1000;Statens skatteinkomster;1400;Skatt på konsumtion och insatsvaror;1420;Skatt på alkohol och tobak;1422;Skatt på etylalkohol
1000;Statens skatteinkomster;1400;Skatt på konsumtion och insatsvaror;1420;Skatt på alkohol och tobak;1423;Skatt på vin;2016;5610,34679526;5577,565294;1000;Statens skatteinkomster;1400;Skatt på konsumtion och insatsvaror;1420;Skatt på alkohol och tobak;1423;Skatt på vin
1000;Statens skatteinkomster;1400;Skatt på konsumtion och insatsvaror;1420;Skatt på alkohol och tobak;1424;Skatt på mellanklassprodukter;2016;170,85480024;146,743129;1000;Statens skatteinkomster;1400;Skatt på konsumtion och insatsvaror;1420;Skatt på alkohol och tobak;1424;Skatt på mellanklassprodukter
1000;Statens skatteinkomster;1400;Skatt på konsumtion och insatsvaror;1420;Skatt på alkohol och tobak;1425;Skatt på öl;2016;3884,17193184;3973,35533459;1000;Statens skatteinkomster;1400;Skatt på konsumtion och insatsvaror;1420;Skatt på alkohol och tobak;1425;Skatt på öl
1000;Statens skatteinkomster;1400;Skatt på konsumtion och insatsvaror;1420;Skatt på alkohol och tobak;1426;Privatinförsel av alkohol och tobak;2016;18,58300884;-5,54828279;1000;Statens skatteinkomster;1400;Skatt på konsumtion och insatsvaror;1420;Skatt på alkohol och tobak;1426;Privatinförsel av alkohol och tobak
1000;Statens skatteinkomster;1400;Skatt på konsumtion och insatsvaror;1430;Energiskatt;1431;Skatt på elektrisk kraft;2016;21457,67266486;21058,801552;1000;Statens skatteinkomster;1400;Skatt på konsumtion och insatsvaror;1430;Energiskatt;1431;Skatt på elektrisk kraft
1000;Statens skatteinkomster;1400;Skatt på konsumtion och insatsvaror;1430;Energiskatt;1432;Energiskatt bensin;2016;11787,36776035;11908,322636;1000;Statens skatteinkomster;1400;Skatt på konsumtion och insatsvaror;1430;Energiskatt;1432;Energiskatt bensin
1000;Statens skatteinkomster;1400;Skatt på konsumtion och insatsvaror;1430;Energiskatt;1433;Energiskatt oljeprodukter;2016;11411,30866041;11304,65775445;1000;Statens skatteinkomster;1400;Skatt på konsumtion och insatsvaror;1430;Energiskatt;1433;Energiskatt oljeprodukter
1000;Statens skatteinkomster;1400;Skatt på konsumtion och insatsvaror;1430;Energiskatt;1434;Energiskatt övrigt;2016;325,006;295,181767;1000;Statens skatteinkomster;1400;Skatt på konsumtion och insatsvaror;1430;Energiskatt;1434;Energiskatt övrigt
1000;Statens skatteinkomster;1400;Skatt på konsumtion och insatsvaror;1440;Koldioxidskatt;1441;Koldioxidskatt bensin;2016;8111,8114623;8219,235044;1000;Statens skatteinkomster;1400;Skatt på konsumtion och insatsvaror;1440;Koldioxidskatt;1441;Koldioxidskatt bensin
1000;Statens skatteinkomster;1400;Skatt på konsumtion och insatsvaror;1440;Koldioxidskatt;1442;Koldioxidskatt oljeprodukter;2016;13882,29170048;15354,822317;1000;Statens skatteinkomster;1400;Skatt på konsumtion och insatsvaror;1440;Koldioxidskatt;1442;Koldioxidskatt oljeprodukter
